"source","target","weight"
PMorenoB,FlavioXSid,69
malditoPT,UOLNoticias,69
Veranic82476145,STF_oficial,69
mspontocom,aline_pixel,69
Djan00392004,STF_oficial,69
MarcoAu18575627,jairbolsonaro,69
AnaSilviaBotti1,STF_oficial,69
FLAVIOLFONSECA,jairbolsonaro,69
MarleneVianaTa1,YouTube,69
b_guarezi,alvarodias_,69
motter_ja,STF_oficial,68
cidarayer,STF_oficial,68
h_cambero,STF_oficial,68
Ihamma_1,STF_oficial,68
SoraiaGebhard,STF_oficial,68
HouseOfWagner,STF_oficial,68
LeiaRachor,gilmarmendes,68
PMorenoB,limaynardes,68
HildaDeSouzaMa1,Lilian98715418,68
BetoFontes,CarlaZambelli17,68
BetoFontes,r_rodrig3,68
RikeTenorio,STF_oficial,68
GersomPatriota,STF_oficial,68
cityportalsp,STF_oficial,68
Marcio1776,STF_oficial,68
JuniorCortesA,RodrigoMaia,68
X0NGUINHAS,JTabieli,68
BastosJusmari,STF_oficial,68
BastosJusmari,BastosJusmari,68
SandraRicciar14,revistaoeste,68
arnaldogb1,JornalDaCidadeO,68
reinaldohsantos,AbrahamWeint,68
carportautos,jairbolsonaro,68
amartins1960,renancalheiros,68
ecchagas,STF_oficial,67
AMAROK_LUPPUS,STF_oficial,67
HildaDeSouzaMa1,limaynardes,67
HildaDeSouzaMa1,CmdoCMS,67
LucianaLimaMoro,RicLewandowski,67
mariluciferraz,jairbolsonaro,67
RjmMarques,STF_oficial,67
BetoFontes,cidashass,67
Irlandaemel,gilmarmendes,67
DOUGLASS2019,jairbolsonaro,67
max_gomes1981,STF_oficial,67
crisbrainiac,STF_oficial,67
Cristin07229113,STF_oficial,67
brom_elisa,jairbolsonaro,67
X0NGUINHAS,SujeitoBR,67
X0NGUINHAS,MagnoLMendes,67
mello65440,mello65440,67
MariaSo92340189,DefesaGovBr,67
Ivo91122860,STF_oficial,67
RubemPortal,opropriolavo,67
DanielPaulodeS3,STF_oficial,67
Wanlennon,WanMachWM,66
maryzina,STF_oficial,66
superaguia2000,STF_oficial,66
TrudaOceans,STF_oficial,66
Folhaovento,STF_oficial,66
angelicaguirele,STF_oficial,66
aest1001,STF_oficial,66
britopinho,jairbolsonaro,66
italo_filho,STF_oficial,66
celia_cristrj,STF_oficial,66
silvanammoraes,STF_oficial,66
BetoFontes,republica_ctba,66
danielgodoy30,STF_oficial,66
vdutrafreitas,Biakicis,66
LucasPi00274217,davialcolumbre,66
albuquerquecman,alexandre,66
fjmacamargo,SF_Moro,66
crisvela78,SenadorKajuru,66
reinaldohsantos,BobjeffHD,66
vitorxandrade,STF_oficial,65
STEGUERRA,STF_oficial,65
dinga4,o_antagonista,65
jaugcord,STF_oficial,65
HildaDeSouzaMa1,FlavioXSid,65
Guimaraes2409,STF_oficial,65
rricardosena,exercitooficial,65
Nrsartes,STF_oficial,65
fabiololli986,STF_oficial,65
OPandamaria5,STF_oficial,65
chiccoze52,CNBBNacional,65
Valdo_LG,STF_oficial,65
03bf30118c25476,jairbolsonaro,65
rogerio_nascim,STF_oficial,65
moacirpe2009,jairbolsonaro,65
BerroCoronel,magistradosbr,65
fabiosoares39,STF_oficial,65
LucasPi00274217,rodrigomaiarj,65
LucasPi00274217,jairmessiasbolsonaro,65
CletoClairton,STF_oficial,65
GauchaJaqueline,STF_oficial,65
Evandro45067089,STF_oficial,65
ClioAlves17,STF_oficial,65
SetteEdson,davialcolumbre,65
POLEMMICODVJ,jairbolsonaro,65
mansi_jose,AbrahamWeint,65
isabelbittenco9,revistaoeste,65
MourisSergi,STF_oficial,65
dyol_fernandes,STF_oficial,64
EdithCristinaRJ,STF_oficial,64
aruthcao,macunaimaz,64
RonaldoChampoud,STF_oficial,64
marcioprodutor2,gilmarmendes,64
BetoFontes,macunaimaz,64
rejanequeiroz4,STF_oficial,64
NinaLuz23695256,STF_oficial,64
gersondatati,STF_oficial,64
cunha_sandro,STF_oficial,64
CeliaGumy,STF_oficial,64
Oscarino2015,STF_oficial,64
xandevolp,BrazilFight,64
lydiapacheco17,STF_oficial,64
Zaldini,SenadoFederal,64
Henrriet4,jairbolsonaro,64
anjosbrasil,STF_oficial,64
Janaudis,STF_oficial,64
SandraRicciar14,Rconstantino,64
sbano_ro,STF_oficial,64
Marilen20674578,profpaulamarisa,64
fcnascimento38,STF_oficial,64
Michella3,ContaratoSenado,64
Michella3,marcosdoval,64
Michella3,SenadoraRose,64
MauroVS,o_antagonista,63
ArobertoSa,STF_oficial,63
NiBarga,STF_oficial,63
vso2006,STF_oficial,63
LAYLATRANETTY,gilmarmendes,63
LeiaRachor,LuizFux,63
levantebrasil,Gen_VillasBoas,63
Ernesto41161071,STF_oficial,63
CCFreitas,RedeGlobo,63
Fabio_godoii,STF_oficial,63
LinoZilda,STF_oficial,63
Andssouz,STF_oficial,63
wrmpb,SenadoFederal,63
BetoFontes,WJuniorMetal,63
gcesar48,jairbolsonaro,63
gcesar48,exercitooficial,63
tiagoiesbick,SF_Moro,63
ed_diogo,STF_oficial,63
fabdiniz,jairbolsonaro,63
gouveia_kita,STF_oficial,63
albertegaraujo,jairbolsonaro,63
xandevolp,danielPMERJ,63
Sonia_Pers,STF_oficial,63
Iam_Rui_Silva,andretrig,63
SrsiSaul,camaradeputados,63
JDIASANETO,STF_oficial,62
britopinho,SenadoFederal,62
ESCULHAMBACAO,STF_oficial,62
marciagomessil1,STF_oficial,62
roselamaria,STF_oficial,62
Ernesto41161071,exercitooficial,62
Lucianahmcs,STF_oficial,62
alvim_malta,STF_oficial,62
umbertodomato,STF_oficial,62
JamesTKirk369,STF_oficial,62
GilbertoCampan4,STF_oficial,62
tourismejipp,jairbolsonaro,62
sheiks58504859,SenadoFederal,62
cristinaberto17,gilmarmendes,62
X0NGUINHAS,SummerNight53,62
X0NGUINHAS,magalicostahot1,62
SandraRicciar14,kimpaim,62
poli_miranda,LRobertoBarroso,62
J_Lima1971,gilmarmendes,62
SandraRCReyes,STF_oficial,61
ricardo81390120,STF_oficial,61
FLAVIAMAZZOCKY,CintiaKWY,61
mmoveism,STF_oficial,61
ejr281063,dilmabr,61
pinheiromiriam,STF_oficial,61
nadiatosatti,STF_oficial,61
BetoFontes,F_Cecconello2,61
chiccoze52,MPF_PGR,61
chiccoze52,TSEjusbr,61
ilg1957,STF_oficial,61
EnasSilva3,STF_oficial,61
raquelf83878815,RosaWeberSTF,61
CleomarSoeiro,STF_oficial,61
ze62,gilmarmendes,61
ErnaniUSouza,jairbolsonaro,61
rssprog,LiloVLOG,61
BerroCoronel,AdvocaciaGeral,61
Alvimar_JB,radaronline,61
RodMasilla,jairbolsonaro,61
Subversivosocia,STF_oficial,61
adenir_pinto,STF_oficial,61
BrasilVero,alexandre,61
NEIVABRITO1,taoquei1,61
Belcc102,STF_oficial,61
cpdrenato,TSEjusbr,61
mimis51,STF_oficial,60
edilton_costa,STF_oficial,60
mgfufino,STF_oficial,60
shimanzky,stf_oficial,60
JerryLandru,joicehasselmann,60
HildaDeSouzaMa1,HumbertoReisJr,60
denise13duncan,STF_oficial,60
carivaldomelo,STF_oficial,60
LuizVilches,STF_oficial,60
godinho77,STF_oficial,60
1733david,STF_oficial,60
gcesar48,Estadao,60
SebastioRegina1,SHolske,60
chiccoze52,folha,60
ConservadoraPE,STF_oficial,60
rssprog,BolsonaroSP,60
EllenValle,gilmarmendes,60
BerroCoronel,DefesaGovBr,60
xandevolp,LRobertoBarroso,60
IlzeIlza,STF_oficial,60
X0NGUINHAS,Andreia_Silva9,60
AnaLima73304416,STF_oficial,60
Rodrigo43607099,gen_heleno,60
Xand_Wisniewski,LRobertoBarroso,60
NEIVABRITO1,profpaulamarisa,60
Marilen20674578,knalquestionese,60
marcelo_Andr1,STF_oficial,60
LigiaHaguenaue1,STF_oficial,60
POLEMMICODVJ,eduardopaes,60
EltonApollo,STF_oficial,59
AlmeidaAlzira,STF_oficial,59
csnunes1,STF_oficial,59
cidadgm1,STF_oficial,59
Regis99,STF_oficial,59
DarciLScariot,STF_oficial,59
svil2018,STF_oficial,59
azeredo_mg,SenadoFederal,59
HildaDeSouzaMa1,aruthcao,59
HildaDeSouzaMa1,dalva0806,59
Lude7L,STF_oficial,59
BertynosTata,STF_oficial,59
Sd_Japa,STF_oficial,59
BetoFontes,paranabr2018,59
crisserafim31,STF_oficial,59
juliama70742103,STF_oficial,59
thiagoabreu14,STF_oficial,59
MartaScramin,STF_oficial,59
MoacirP24838037,jairbolsonaro,59
CAMPOSFN10,jairbolsonaro,59
Weyllj,LRobertoBarroso,59
BrasilPtriaAma3,STF_oficial,59
X0NGUINHAS,pandaisento,59
MariaSo92340189,policiafederal,59
Rodrigo43607099,jairbolsonaro,59
piemarcy,STF_oficial,58
valentinameyer,STF_oficial,58
CortezFilipe,STF_oficial,58
mitags,STF_oficial,58
maycoalancalle,YouTube,58
luiz_rodrigues1,STF_oficial,58
vianadepinho,STF_oficial,58
hevy_paes_leme,STF_oficial,58
PMorenoB,PMorenoB,58
aruthcao,AraciPatriota,58
MariaAnglicaM11,STF_oficial,58
BetoPres,STF_oficial,58
jurandir_bfj,STF_oficial,58
Moacyrodrigues,STF_oficial,58
pedrouzae,SenadoFederal,58
luadepaz1,STF_oficial,58
BetoFontes,Luiscarlos992,58
katybalalves,jairbolsonaro,58
FilosofoPessoa,STF_oficial,58
Anamel_PR,STF_oficial,58
TSpegiorin,davialcolumbre,58
CarrijoRener,jairbolsonaro,58
JuniorF40049451,STF_oficial,58
JamesTKirk369,gen_heleno,58
Marcos_Villa_A,STF_oficial,58
Irlandaemel,TSEjusbr,58
aall0504,STF_oficial,58
monicabazano,STF_oficial,58
alves_faraco,EuSouMBC,58
concinhabaiana,STF_oficial,58
mspontocom,Fusca_Brasil,58
Rodrigo43607099,DefesaGovBr,58
intel_system,STF_oficial,58
Gilmar49119202,STF_oficial,58
CBeringhs,drikaabelhinha,58
CBeringhs,CBeringhs,58
elizia_leite,STF_oficial,58
albertegaraujo,revistaoeste,58
paschoaleto348,SigaGazetaBR,58
japonesvoador,jornalnacional,58
pelobemdobrasil,STF_oficial,57
mathiaspereira0,STF_oficial,57
nzmendes1,STF_oficial,57
silvanadoroci1,YouTube,57
BetoFontes,TRF4_Oficial,57
HildaDeSouzaMa1,silviasilva_s2,57
juliano_azeredo,STF_oficial,57
ftelatin,SenadoFederal,57
MarceloMMor,STF_oficial,57
RodMasilla,exercitooficial,57
Vnia60277936,leandroruschel,57
adilsondouglas,STF_oficial,57
EdjaneJesus,gilmarmendes,57
Lilimgg,STF_oficial,57
EmersonTeix,YouTube,57
LuizAugustoPai4,STF_oficial,57
CEduardo76,AbrahamWeint,57
MariaSo92340189,randolfeap,57
SimoneB22040627,STF_oficial,57
getuliosantana,getuliosantana,56
getuliosantana,STF_oficial,56
HumbertoReisJr,mitags,56
Fisurazm,STF_oficial,56
neidesoaresf,STF_oficial,56
alineacc1,STF_oficial,56
marcotulio78,gilmarmendes,56
LimaDoc,GenExTheophilo,56
HildaDeSouzaMa1,catharinah16,56
Bolso2026,STF_oficial,56
JesusReidosRei7,STF_oficial,56
rricardosena,STF_oficial,56
HildaDeSouzaMa1,GeneralGirao,56
Fbio22709744,STF_oficial,56
mspontocom,branci13,56
daniel_brl,STF_oficial,56
Tiozao_do_Zap,STF_oficial,56
zenda_simoes,jairbolsonaro,56
mauhome7,STF_oficial,56
MirnaFischer2,exercitooficial,56
ErnaniUSouza,camaradeputados,56
tonuti,STF_oficial,56
rcsjinfo,SenadorKajuru,56
Ricardoelizeu40,STF_oficial,56
DivaldoA1000,jairbolsonaro,56
X0NGUINHAS,FabianaBPB,56
smbecerra,davialcolumbre,56
mmmarianos,STF_oficial,56
drw_spo,oswaldojor,56
MarcioB92155384,bolsonaro_br22,56
Hederso11000770,SigaGazetaBR,56
malupatriota,STF_oficial,56
Myocz,STF_oficial,55
paulosolano26,STF_oficial,55
aruthcao,FFAABrasil,55
kazehenrique,exercitooficial,55
levantebrasil,geraldomiotto,55
HILTONFAGUNDES1,STF_oficial,55
BR100PTRALHAS,GenPauloChagas,55
fransprijkel,STF_oficial,55
EderGSantos1,STF_oficial,55
MarcioTonisso,jairbolsonaro,55
MussatoEliana,STF_oficial,55
DiacuyAnnay,STF_oficial,55
Dk2Carlos,STF_oficial,55
cabanha40,jdoriajr,55
EDSONTOQUE,STF_oficial,55
Smvendramini,STF_oficial,55
MarcalLeonilda,STF_oficial,55
DivaldoA1000,AbrahamWeint,55
X0NGUINHAS,BolsoMito380,55
X0NGUINHAS,fariasbolsogata,55
X0NGUINHAS,Su_f_38,55
X0NGUINHAS,YNHallak,55
X0NGUINHAS,IzabelleFores,55
SandraRicciar14,taoquei1,55
AmmirLine,STF_oficial,55
AlexGuerra1962,STF_oficial,54
Locerma_Timao,STF_oficial,54
NanciPerri,STF_oficial,54
nizetticardoso,STF_oficial,54
paulofs2002,STF_oficial,54
mervalconcursos,STF_oficial,54
romelfaustino,policiafederal,54
smbecerra,STF_oficial,54
HildaDeSouzaMa1,LimaDoc,54
CtiaBaptista3,STF_oficial,54
foda_seBozo,STF_oficial,54
ejr281063,LulaOficial,54
Regis99,jairbolsonaro,54
Jiddu8000,STF_oficial,54
DrJosevalladao,STF_oficial,54
crisvela78,Gen_VillasBoas,54
BetoFontes,tofolario,54
neiastek,STF_oficial,54
juliooliveira70,gilmarmendes,54
CarrijoRener,exercitooficial,54
NRolim,STF_oficial,54
gcesar48,BolsonaroSP,54
MoacirP24838037,GeneralMourao,54
rcsjinfo,RodrigoMaia,54
29Mattos,jairbolsonaro,54
Adpettin,STF_oficial,54
LSirot,o_antagonista,54
X0NGUINHAS,RegisRoseli,54
Romelia_corret,STF_oficial,54
ninoagf_2013,STF_oficial,54
MariaSo92340189,AmendoncaMJSP,54
Alexangrandi,STF_oficial,54
crisvela78,Sen_Alessandro,54
AnguloMeu,STF_oficial,54
gcesar48,Alvesalces,54
AbraaoConstant,STF_oficial,54
_SilviaHammes,STF_oficial,54
Belcc102,alexandre,54
xandevolp,rpsenador,54
BeliniStela,BolsonaroSP,54
BeliniStela,FlavioBolsonaro,54
rovanlavigne,Ker9Ari,54
b_guarezi,democratas,54
getuliosantana,YouTube,53
JerryLandru,JanainaDoBrasil,53
CassiaRemedios,STF_oficial,53
sisbresolin,gilmarmendes,53
brsemcomunas,jairbolsonaro,53
cristianoriodej,Gen_VillasBoas,53
BetoPres,JFPR_oficial,53
BetoPres,JusticaGovBr,53
BetoPres,Gen_VillasBoas,53
BetoPres,FamiliaMilitaFA,53
BetoFontes,Damadeferroofic,53
gersonpoly,jairbolsonaro,53
Rubens06134798,STF_oficial,53
Lico02891256,STF_oficial,53
MarizMarcella,pr_senado,53
Solzinha,STF_oficial,53
xandevolp,SenadoFederal,53
AK38upper,SenadoFederal,53
AK38upper,SenadorKajuru,53
AK38upper,Sen_Alessandro,53
ElviraAlmeida8,STF_oficial,53
xandevolp,JornalDaCidadeO,53
EdilsonRS67,davialcolumbre,53
HindemburgoF,BolsonaroSP,53
paschoaleto348,STF_oficial,53
AllanCunta,STF_oficial,53
gcesar48,LRobertoBarroso,53
gcesar48,alexandre,53
eldapianista,cauemacris,53
Renatojrs81,STF_oficial,53
X0NGUINHAS,alvesmimar3,53
X0NGUINHAS,cfcfcf38,53
NonDucorDuco11,gilmarmendes,53
Rodrigo43607099,MinLuizRamos,53
Rodrigo43607099,exercitooficial,53
ligegodoy,STF_oficial,53
Alvimar_JB,fausto_macedo,53
Flavio38121700,STF_oficial,53
DarioReserva,STF_oficial,53
APaupitz,camaradeputados,53
chatovisky,STF_oficial,53
Belcc102,STJnoticias,53
Belcc102,TSEjusbr,53
Belcc102,Sen_Alexandre,53
Belcc102,felipeoabrj,53
WesleiO26922197,danielPMERJ,53
negociosNeto1,SenadoFederal,53
xandevolp,ArthurLira,53
Adriano56795562,LulaOficial,53
RMarkutis,YouTube,53
aruthcao,aruthcao,52
rosangela_bolze,NossaCarmenInfo,52
Loulair1,STF_oficial,52
aruthcao,AnaBiapax,52
HLott64,STF_oficial,52
SANDRAV61852675,exercitooficial,52
sebasti4o,STF_oficial,52
aruthcao,Gen_VillasBoas,52
CleuzaCarvalho3,STF_oficial,52
norivalcg,STF_oficial,52
solangegoesmot1,STF_oficial,52
JosianaZs,STF_oficial,52
BetoFontes,GlassiF,52
VivianMalouf,STF_oficial,52
JaquelinaAveli1,STF_oficial,52
StinchiRicardo,STF_oficial,52
BazarinDaniele,STF_oficial,52
xandevolp,o_antagonista,52
rssprog,LeitadasL03n,52
EdjaneJesus,alexandre,52
AntnioMiguelPi2,STF_oficial,52
claudiotaz71sc1,jairbolsonaro,52
marinamelogomes,lobaoeletrico,52
km_oliveira73,STF_oficial,52
DirleteP,SenadoFederal,52
gigipatriota2,STF_oficial,52
ngelomarchioll1,CarlaZambelli38,52
SilverioElienai,STF_oficial,52
andgpires_pires,STF_oficial,52
Rodrigo43607099,GeneralMourao,52
edna_flauzino,STF_oficial,52
ConradoTavolaro,STF_oficial,52
BetoFontes,En21P,52
RubemPortal,Dioguinho141,52
JosMigu05660989,YouTube,52
FabiolaMathiasT,STF_oficial,51
PedroLo52409940,STF_oficial,51
geraldo1963,STF_oficial,51
BR_DeTodos200Mi,SenadoFederal,51
caranovanocongr,GilmarMendes,51
Gus_Moreira,Gus_Moreira,51
EniaTereza,STF_oficial,51
ftelatin,RicLewandowski,51
getuliosantana,GeneralMourao,51
Lacor17,jairbolsonaro,51
ADemanboro,FlavioBolsonaro,51
SandraM88120927,STF_oficial,51
BetoFontes,Biakicis,51
boikomarta,STF_oficial,51
BetoFontes,SF_Moro,51
falumoraes2015,STF_oficial,51
rnngr1,SF_Moro,51
delima_evaldo,STF_oficial,51
Oscarino2015,exercitooficial,51
gorjgil,exercitooficial,51
lelis_oli,jairbolsonaro,51
X0NGUINHAS,ZilPereira,51
isnumber,exercitooficial,51
ngelomarchioll1,profpaulamarisa,51
Iam_Rui_Silva,miriamleitao,51
RoniAdri1,STF_oficial,51
crisvela78,ArthurLira_,51
RubemPortal,cirogomes,51
Tamires85362469,STF_oficial,51
FAXINANOPODER_,FAXINANOPODER_,50
euclidesilveira,STF_oficial,50
tovaga,STF_oficial,50
Ecletica1,STF_oficial,50
marciasimoes66,STF_oficial,50
frankrenaut,gilmarmendes,50
glauberlobo,STF_oficial,50
sapulino_torres,STF_oficial,50
frfontanella,AgCongresso,50
Eduardo_Fanezi,STF_oficial,50
DalilaOliveiraR,SenadoFederal,50
NapoliPaulo,STF_oficial,50
ftelatin,alexandre,50
ClaudioCMaciel,STF_oficial,50
dudubentes12,STF_oficial,50
MeMyselfOthers,STF_oficial,50
BetoFontes,davialcolumbre,50
BetoFontes,Vovogargamel,50
WPinotti,davialcolumbre,50
zenda_simoes,gilmarmendes,50
carlos_samico,STF_oficial,50
TSpegiorin,jairbolsonaro,50
chiccoze52,RevistaISTOE,50
Wagner0288,Marcos_11_66,50
GravitoSilvana,davialcolumbre,50
MrciaBastos11,STF_oficial,50
MarciaSAlmeida,STF_oficial,50
crisvela78,alvarodias_,50
AB_NY_USA,gilmarmendes,50
LucianoTaveira1,STF_oficial,50
MariaSo92340189,jdoriajr,50
SBartolassi,jairbolsonaro,50
MamedeRossi,STF_oficial,50
katybalalves,LRobertoBarroso,50
cybeleprovenza1,STF_oficial,50
negobonfa,STF_oficial,50
X0NGUINHAS,38Paty_,50
MoacirP71481242,GeneralMourao,50
SandraRicciar14,CarlaZambelli38,50
gcesar48,folha,50
NonDucorDuco11,LRobertoBarroso,50
SoniaPatriotaJB,STF_oficial,50
ThiagoClovis,STF_oficial,50
dos_lucienne,STF_oficial,50
DirleteP,camaradeputados,50
BeliniStela,CarlosBolsonaro,50
DaleteBonini,STF_oficial,49
Gisaieira,Gisaieira,49
francelli17,STF_oficial,49
rafaeldmatheus,STF_oficial,49
ClaudiaBorin,STF_oficial,49
GwgMinas,STF_oficial,49
LimaDoc,SocMilitar,49
HildaDeSouzaMa1,BecaBrix,49
HildaDeSouzaMa1,Jorge42931348,49
rosaniaaraujo,STF_oficial,49
BeatrizTiza,mcbretas,49
LadyLaura32BP20,camaradeputados,49
zenda_simoes,SenadoFederal,49
Weyllj,gilmarmendes,49
FilosofoPessoa,RodrigoMaia,49
BernadeteWinkl4,jairbolsonaro,49
rnngr1,jairbolsonaro,49
Alexandreofbh1,STF_oficial,49
CeliaGumy,jairbolsonaro,49
gcesar48,o_antagonista,49
MirnaFischer2,roxmo,49
EdilsonRS67,SenadoFederal,49
ultraPatriotaBr,STF_oficial,49
Michella3,LRobertoBarroso,49
rafagrunje21,alexandre,49
SetteEdson,RodrigoMaia,49
AGB240171,jairbolsonaro,49
BolsoNABOneles,folha,49
sbano_ro,gazetadopovo,49
JooBati60101693,STF_oficial,49
magalh_valeria,STF_oficial,49
luckyllucy,STF_oficial,49
wasluizbraga,BobjeffHD,49
teresadinizap,STF_oficial,49
LucianoCypriano,STF_oficial,49
mspontocom,VForastf,49
poli_miranda,alexandre,49
RenataCalegari3,STF_oficial,49
japonesvoador,jornalhoje,49
CARLOSAOSP,STF_oficial,49
BeliniStela,Biakicis,49
b_guarezi,PodemosSenado,49
rosangela_bolze,rosangela_bolze,48
Eduardo_Dado,STF_oficial,48
ricardo_jgs,STF_oficial,48
HumbertoReisJr,BecaBrix,48
CAPITA_LISTA,STF_oficial,48
deusliro,STF_oficial,48
JU_okay1,geraldomiotto,48
ALYCIAKYARA,gilmarmendes,48
rosangela_bolze,alexandre,48
Alexpsil_27,STF_oficial,48
mspontocom,STF_oficial,48
HildaDeSouzaMa1,marmilbr,48
BetoFontes,aruthcao,48
WilliamLeal,STF_oficial,48
BetoPres,geraldomiotto,48
BiaNordby,STF_oficial,48
pileque01,STF_oficial,48
BetoPres,MPF_PGR,48
LigiadeAssis,STF_oficial,48
BeatrizTiza,juizmoro,48
jacobsalomao,STF_oficial,48
wrmpb,davialcolumbre,48
BetoFontes,ZilvaniC,48
BetoFontes,RodrigoMaia,48
SergioSadaike,STF_oficial,48
Martinhabr1,STF_oficial,48
jacqwalt,STF_oficial,48
carlotajoakina,jairbolsonaro,48
crisvela78,RodrigoMaia,48
lalbert95519675,STF_oficial,48
JoaoJaques77,STF_oficial,48
amartins1960,RedeGlobo,48
xandevolp,mitags,48
JanicedosSant16,davialcolumbre,48
monicelli_lopes,STF_oficial,48
fabianomga2010,STF_oficial,48
GizelliBrezoli1,STF_oficial,48
rafagrunje21,LRobertoBarroso,48
xandevolp,taoquei1,48
cidsadesousa,STF_oficial,48
AlanaMattos16,SenadoFederal,48
t_felipe_rj,STF_oficial,48
RubemPortal,DacioloCable,48
cclpositive,STF_oficial,47
edite_,STF_oficial,47
antunes_edigar,STF_oficial,47
ROBERTOSTARCKLE,policiafederal,47
ROBERTOSTARCKLE,policiafeder,47
flavio_start,FlavioXSid,47
lamboia,STF_oficial,47
aruthcao,mitags,47
fabiomacedo_fmf,STF_oficial,47
BetoFontes,niceferrante,47
deby03,STF_oficial,47
Antonio_gn,STF_oficial,47
nilson_quintao,STF_oficial,47
ejr281063,ptbrasiI,47
naty_lopes_1988,STF_oficial,47
marcotulio78,SenadoFederal,47
ejr281063,planaIto,47
Roblauro,GeneralGirao,47
ejr281063,Eunicio,47
mariza_noore,STF_oficial,47
JoaoPaulo1206,YouTube,47
wiapca,STF_oficial,47
ADemanboro,jairbolsonaro,47
OobvioE,jairbolsonaro,47
BetoFontes,angelal42787579,47
BetoFontes,SandraL59370353,47
BetoFontes,crisvillarinho,47
BetoFontes,JurandirBraga1,47
BetoFontes,VozdoPovo3,47
MotaJunior7,allantercalivre,47
Guimaraes2409,SenadoFederal,47
EliasCorreios,gilmarmendes,47
lop20522892,STF_oficial,47
amigosdaterra,STF_oficial,47
sergiomalagas,STF_oficial,47
gorjgil,jairbolsonaro,47
gcesar48,RodrigoMaia,47
JanicedosSant16,RodrigoMaia,47
JanicedosSant16,FFrancischini_,47
JanicedosSant16,SimoneTebetms,47
cristinaberto17,alexandre,47
rodrigonelson,STF_oficial,47
gcesar48,gilmarmendes,47
MariaSo92340189,jairbolsonaro,47
Irlandaemel,LeiaRachor,47
03bf30118c25476,gen_heleno,47
CAMPOSFN10,CNNBrasil,47
amartins1960,LulaOficial,47
Zaldini,jairbolsonaro,47
X0NGUINHAS,_Deia_38,47
Jorgetatileonar,STF_oficial,47
ngelomarchioll1,augustosnunes,47
GersonC69667021,STF_oficial,47
LuisCarlosMann1,STF_oficial,47
elvelcio,renancalheiros,47
mspontocom,IAS957,47
mspontocom,mariluciferraz,47
moraesde4,camaradeputados,47
BeliniStela,CarlaZambelli38,47
CARMENNOBREGA,STF_oficial,46
robsonsodre10,STF_oficial,46
sila03,STF_oficial,46
gleicebrabo,STF_oficial,46
lizafleury,STF_oficial,46
Luitzr,STF_oficial,46
bolsomoroeneas,STF_oficial,46
FAXINANOPODER_,macunaimaz,46
maristelaggpc,maristelaggpc,46
JerryLandru,exercitooficial,46
AkinAssis,blogdojosias,46
HildaDeSouzaMa1,CristianoPSamp1,46
aruthcao,Gus_Moreira,46
BetoPres,ClubeMilitar,46
LeiaRachor,CarvalhosaMo,46
waniapalis,STF_oficial,46
BetoPres,SenadoFederal,46
BetoPres,policiafederal,46
SilverioJB,STF_oficial,46
araujo_cotta,STF_oficial,46
Harolgyver,jairbolsonaro,46
BetoFontes,ReajaSenaoPiora,46
BetoFontes,DiegoBastao,46
BetoFontes,morelandRS,46
josemarram,STF_oficial,46
Deborah183104,davialcolumbre,46
Antoniotertus,jairbolsonaro,46
vniacavalcante,STF_oficial,46
anabernardi,STF_oficial,46
prsgs,Rconstantino,46
AdeKristina6,STF_oficial,46
tourismejipp,camaradeputados,46
marciapira,STF_oficial,46
marcelohilari14,revistaoeste,46
Irlandaemel,MarceloMauroda2,46
katybalalves,gilmarmendes,46
valcperes29,LRobertoBarroso,46
cabanha40,jairbolsonaro,46
Val_705,STF_oficial,46
SauloCristhian,STF_oficial,46
Marcia33914835,STF_oficial,46
Janaudis,CNNBrasil,46
katybalalves,marmilbr,46
03bf30118c25476,GeneralMourao,46
X0NGUINHAS,verdeamarelou,46
marcusuchoa1966,gazeta_brasil,46
direitonoponto,STF_oficial,46
gtsoares,flaviofachel,46
MarcioB92155384,SenadoFederal,46
elienefavarett1,STF_oficial,46
Leandro30444529,STF_oficial,46
marcelo_Andr1,SenadoFederal,46
Marcelo93207172,STF_oficial,46
amartins1960,OmarAzizSenador,46
CLBF130,STF_oficial,46
BlogDoTato67,dilmabr,45
Claudiadabreu12,Claudiadabreu12,45
Anholeto,STF_oficial,45
o_br_revoltado,STF_oficial,45
PastorLiomar,PastorLiomar,45
iaiabemcasados,STF_oficial,45
RomualdoADV,STF_oficial,45
LeiaRachor,deltanmd,45
CecideSantos,STF_oficial,45
PMorenoB,exercitooficial,45
MariaNoblat,STF_oficial,45
aruthcao,SPD_33,45
HildaDeSouzaMa1,CatharinaLima7,45
BetoPres,SocMilitar,45
Anyta21212101,STF_oficial,45
______1979_,STF_oficial,45
MaAmarco,STF_oficial,45
acmtilim,STF_oficial,45
BetoFontes,JaneCas83178375,45
BetoFontes,MarianaAdans,45
LeniceAlmeida7,STF_oficial,45
FeioFei,CarlaZambelli17,45
antonioniltona2,STF_oficial,45
Mc_Mengaoficial,STF_oficial,45
LadyLaura32BP20,SF_Moro,45
boschi_cleiz,STF_oficial,45
Wagner0288,SenadoFederal,45
gcesar48,UOLNoticias,45
chiccoze52,DiarioPE,45
Alineafsantiago,STF_oficial,45
MariluciMenezes,STF_oficial,45
Leticia49298216,STF_oficial,45
FreitasGai,o_antagonista,45
