"source","target","weight"
SManipulado,Marcos_28_11_66,6
MarcioGMCRabelo,leandroruschel,6
Abrao49418044,alexandre,6
JaqueSantosRio,jairbolsonaro,6
JaqueSantosRio,CarlosBolsonaro,6
JaqueSantosRio,depheliolopes,6
MarckGalante1,STF_oficial,6
RAcalanto,jairbolsonaro,6
JadrianeRibeiro,jairbolsonaro,6
PauloCarvalhoAM,carlosjordy,6
FabianoPintoRJ,g1,6
carla_chinelli,alexandre,6
FernandoSOlive5,STF_oficial,6
SManipulado,BolsoMito380,6
ScrewballBeurl1,weintraub,6
ScrewballBeurl1,BolsonaroSP,6
ScrewballBeurl1,GSIGovBR,6
ScrewballBeurl1,gen_heleno,6
ScrewballBeurl1,DamaresAlves,6
ScrewballBeurl1,CarlaZambelli38,6
Adriano_10000,SorayaThronicke,6
elenisilvagja,STF_oficial,6
Renata03251701,alexandre,6
MarcalLeonilda,RodrigoMaia,6
EdsonGomesAlve5,STF_oficial,6
sabino_2019,LRobertoBarroso,6
AyrtonPereirad1,Musketieres,6
oberdran,alexandre,6
elinei1001_,STF_oficial,6
EvanSousa9,alexandre,6
Marta08400865,CablocoS,6
fabiansbarbosa,alexandre,6
Giu_Benvenutti,STF_oficial,6
MarciaSans2,STF_oficial,6
Rafael70680227,policiafederal,6
NeylaSantana,alexandre,6
raquelf83878815,marcelvanhattem,6
Francis52897447,alexandre,6
Wagner22309158,_SaraWinter,6
JooLuizRamosNe1,Biakicis,6
X0NGUINHAS,sou_eumesma,6
X0NGUINHAS,Nynayz,6
CletoClairton,allantercalivre,6
lpm1704,xicograziano,6
biernaskileo,bernardopkuster,6
DoloresMendes3,carlosjordy,6
SManipulado,marciapepe,6
DaianeAlvesSou1,alexandre,6
MarcioMattosSP,jairbolsonaro,6
Juliano46559338,SenadoFederal,6
celsowolverine,JanainaDoBrasil,6
BrasilVero,folha,6
AltinaCarmo,taoquei1,6
Jarbas2Junior,RodrigoMaia,6
martinsaislan,HUMBERTOMAUROD1,6
Hederso11000770,_Deia_38,6
lcdeaquino,STF_oficial,6
JooLuizRamosNe1,bernardopkuster,6
X0NGUINHAS,ley5814,6
X0NGUINHAS,qlemos1,6
X0NGUINHAS,juce_m3817,6
X0NGUINHAS,PauloOl41941852,6
X0NGUINHAS,SantanaMahgga,6
X0NGUINHAS,MauroZX11,6
X0NGUINHAS,MarcioM02035740,6
X0NGUINHAS,OdnaldaW,6
X0NGUINHAS,ngelaMarcia1,6
X0NGUINHAS,Antonioacastro5,6
X0NGUINHAS,AntonioValdevi8,6
X0NGUINHAS,iblemos,6
X0NGUINHAS,Marcos_11_66,6
X0NGUINHAS,RenataS11018033,6
sanrapra,jairbolsonaro,6
Adriana_BLF,alexandre,6
Andrede97485011,STF_oficial,6
MoacirP71481242,N_Carvalheira,6
hcorribeiro,STF_oficial,6
luciaazevedo,AlanLopesRio,6
FlavioAugustoB7,STF_oficial,6
elianebrasil78,Jouberth19,6
valcperes29,jairbolsonaro,6
Bessinha13H,allantercalivre,6
DeniseSetti,Rconstantino,6
fernandobassi,bernardopkuster,6
prsgs,Estadao,6
biernaskileo,DeSacoCheioSP,6
Mauri49915295,alefrota77,6
MauroMGC,fabifbbr,6
AnaRaquel_04,jdoriajr,6
X0NGUINHAS,GeiserRalf,6
RBVET76,STF_oficial,6
riliberato,jairbolsonaro,6
Joanita26845211,STF_oficial,6
Alexcf007,STF_oficial,6
elenice_mano,STF_oficial,6
Raimund26062589,STF_oficial,6
FERNANDORSM,STF_oficial,6
DimasNeto4,STF_oficial,6
EloisaAlcanta14,jairbolsonaro,6
X0NGUINHAS,milicianaa,6
X0NGUINHAS,henriquepamplo6,6
AFabisak,STF_oficial,6
kimlau_kim,STF_oficial,6
FilhoLutz,republica_ctba,6
demetrius_51,STF_oficial,6
Priscil16150428,alvarodias_,6
rosanecorreac,FabioSpanner,6
Erica_Bolsonaro,STF_oficial,6
GauthierGualda,STF_oficial,6
Oopressor007,STF_oficial,6
Sintiamichela,STF_oficial,6
Alessandrascga,mitags,6
X0NGUINHAS,SdAncelmo,6
ElianeN56724209,STF_oficial,6
X0NGUINHAS,figueredo_almir,6
DaLeiliani,filipebarrost,6
LFRPATRIOTS,STF_oficial,6
Marcelospg29,jairbolsonaro,6
Henriqu59053011,STF_oficial,6
Billy_de_Kidy,congemfoco,6
rosangelaROF,JornalDaCidadeO,6
DiegoPr16544222,STF_oficial,6
BetaniaBarroso2,STF_oficial,6
critianosoma,STF_oficial,6
Antonio13717224,STF_oficial,6
FagaReinaldo,alexandre,6
Ilsinhopr,Estadao,6
celiomartignago,Diego98476045,6
life_tipster,STF_oficial,6
LuizB1971,jairbolsonaro,6
Kikofloripa1,alexandre,6
mspontocom,Lu_korschner,6
sandrarabelo,alexandre,6
KlairtonR,alexandre,6
X0NGUINHAS,AndersonOSabio,6
SamuelsonFelix,alexandre,6
X0NGUINHAS,Suelioliveirarp,6
X0NGUINHAS,Jambock67,6
armandosoueu,bernardopkuster,6
py2mjs,STF_oficial,6
DeniseSetti,alexandre,6
prsgs,dudamendoncabr,6
elisnunes1,Estadao,6
armandosoueu,Rconstantino,6
ketquel,STF_oficial,6
robsonoa,bernardopkuster,6
MilenaMatosdoA1,leandroruschel,6
Silvana_Cassia_,AbrahamWeint,6
LciaSo1,MPF_PGR,6
Ricardoelizeu40,alexandre,6
jmarcosrossi,alexandre,6
AILTONGOMESMON1,STF_oficial,6
nando_jus,STF_oficial,6
AisarSocram,alexandre,6
PauloEliasViei1,emergrigollette,6
ElaineNetto2,CarlaZambelli38,6
silvakoetz,alexandre,6
BR100Corrupto,allantercalivre,6
AltinaCarmo,alexandre,6
X0NGUINHAS,MCSales3,6
X0NGUINHAS,alianca_brasil1,6
lari94040684,STF_oficial,6
X0NGUINHAS,gcarmenucia,6
Paulinhoddlopes,danielPMERJ,6
Marcelo_RCosta,CarlaZambelli38,6
Coxxudo,KonohaVogado,6
Coxxudo,wonkatrollador,6
Coxxudo,caparica,6
Coxxudo,Rconstantino,6
Coxxudo,folha,6
Liliana20418061,blogdojefferson,6
SidneiBolsonaro,gilmarmendes,6
Weyllj,FabioTalhari,6
X0NGUINHAS,galegamineira,6
X0NGUINHAS,CidaPessoa9,6
Weyllj,N_Carvalheira,6
X0NGUINHAS,PachecoVoltou,6
X0NGUINHAS,fernandavieirag,6
X0NGUINHAS,InimigoKarl,6
cabiusi,LRobertoBarroso,6
BrasilVero,revistaforum,6
CombatenteSerra,AbrahamWeint,6
GiarolaIgor,alexandre,6
familiadestro,VEJA,6
soares_hilberto,taoquei1,6
Paulinhoddlopes,alexandre,6
VivianeSilvaC11,AbrahamWeint,6
AnaLima73304416,SenadoFederal,6
MireRez,LRobertoBarroso,6
francis85604831,Rconstantino,6
MaryOli80006620,STF_oficial,6
ngelomarchioll1,OsmarTerra,6
marciapira,LRobertoBarroso,6
Michella3,CNNBrasil,6
milk734,alexandre,6
Domingos_JR10,STF_oficial,6
PauloRo49195361,oswaldojor,6
SilviaN08164755,blogdojefferson,6
Marcia33914835,bernardopkuster,6
JonessFarias,STF_oficial,6
Cleuterruis,RenovaMidia,6
Edycoinzinhas,STF_oficial,6
Weyllj,ssicca1,6
MarcalLeonilda,gilmarmendes,6
grolimacrvg,gilmarmendes,6
claudia_estrel,jairbolsonaro,6
Reginal27111022,gilmarmendes,6
DaLeiliani,danielPMERJ,6
VagnerBarreto8,gilmarmendes,6
RONERIASOUZA,jairbolsonaro,6
gladyssmiranda,BrazilFight,6
nina_boechat,gilmarmendes,6
prsgs,sergiodireita1,6
MeyerAdemar,gilmarmendes,6
gtsoares,MarinaSilva,6
SilasAndradeRa1,CarlaZambelli38,6
MorettiTf,camaradeputados,6
IrisChaves16,orais,6
masc_sergio,Rconstantino,6
poetaqueiroz,taoquei1,6
poetaqueiroz,majorfabianadep,6
Mahogalth,STF_oficial,6
marcusuchoa1966,Biakicis,6
Gobira5,gilmarmendes,6
RobsonG2c,manoelhsv,6
Alessandrascga,STF_oficial,6
JooBati60101693,MPF_PGR,6
free_spirit68,gilmarmendes,6
HenriqueCsarAr1,jairbolsonaro,6
ComiranM,STF_oficial,6
fanny_bertoni,STF_oficial,6
Emerdrigues,jairbolsonaro,6
Maynard77131505,kimpaim,6
ANALCIA20865528,STF_oficial,6
jonny_DSouza,STF_oficial,6
lyaebreno,STF_oficial,6
rcsjinfo,SF_Moro,6
GuerraIvoney,STF_oficial,6
Andssouz,taoquei1,6
profeborto,polibioabraga,6
silvanascosta,STF_oficial,6
FelicianoGlauco,policiafederal,6
Eduardo_Fanezi,SenadorHeinze,6
sbano_ro,camaradeputados,6
Neidefgmail,TSEjusbr,6
prsgs,oswaldojor,6
NavarroHeron,fabifbbr,6
monteiro_marize,_SaraWinter,6
PadraoAlexandre,FabioTalhari,6
5zt1nm6mMokyh99,bernardopkuster,6
flcruz,BoletimCoppolla,6
MariaSo92340189,BrazilFight,6
PTNunca_Mais,allantercalivre,6
mariojunior257,STF_oficial,6
AnaPoloni2,fabifbbr,6
monteiro_marize,allantercalivre,6
BMCoutinho,bernardopkuster,6
ricardoromeroff,STF_oficial,6
Francistela,STF_oficial,6
LuziaMarcele,STF_oficial,6
irenilda_nunes,bernardopkuster,6
paulogales,STF_oficial,6
raquelf83878815,allantercalivre,6
edsbasilio,mitags,6
WilkeVirginia,STF_oficial,6
AnaVela_,Jrodrigues1954,6
VerdadePro,_luizdocarmo,6
VerdadePro,glaustinfokus,6
VerdadePro,governo_go,6
VerdadePro,Segovgoias,6
VerdadePro,SenadoFederal,6
VerdadePro,mdbgoias,6
VerdadePro,pscnacional,6
VerdadePro,mdbnosenado,6
VerdadePro,davialcolumbre,6
AlexandreAlbu35,STF_oficial,6
JucidarcM,STF_oficial,6
tamar15302239,STF_oficial,6
Marcia33914835,JornalDaCidadeO,6
JLBIASE,SenadoFederal,6
Maral64654920,blogdojefferson,6
Francis52897447,CogLinus,6
lelis_oli,Antifas,6
CacildaJardin,Rconstantino,6
rgmaxuel,revistaoeste,6
X0NGUINHAS,CremonJc,6
AngeloLamounier,blogdojefferson,6
taia84274915,taoquei1,6
JAPONESA35,meajunior38,6
gois_bete,STF_oficial,6
SoniaJoventino,dinhopereira01,6
SoniaJoventino,reportersalles,6
X0NGUINHAS,Mimiga1974,6
silvete11645052,GFiuza_Oficial,6
Subversivosocia,davialcolumbre,6
Marta08400865,blogdojefferson,6
glacosadeolivei,STF_oficial,6
MarceleOliver07,STF_oficial,6
CyntianW,jairbolsonaro,6
CyntianW,BolsonaroSP,6
LuizAnt_Lacerda,gilmarmendes,6
X0NGUINHAS,HojeConservador,6
X0NGUINHAS,UlissesB38,6
X0NGUINHAS,poderosokojac,6
DileniFeliz,opropriopontes,6
vinilson318,LuizFux,6
LSirot,jornaldarecord,6
C0NSTITUICA0,reportersalles,6
ito_paiva,STF_oficial,6
JeffersonMelo23,gilmarmendes,6
gutemberg_guga,BMas2022,6
gigipatriota2,GeneralGirao,6
ednaldovas,jairbolsonaro,6
farquardi,TheNeott,6
Arilsonlo,gilmarmendes,6
GuerreiroPatri9,Lucio19599685,6
SoniaJoventino,brsemcomunas,6
heliocbortolon,CalistoEloise,6
prsgs,joaoamoedonovo,6
Lucienn81109989,gilmarmendes,6
teresaelma1,GeneralGirao,6
Balaban_RJ,RCM1978RJGPguia,6
AndreSchiavino,LRobertoBarroso,6
IuryGibran,STF_oficial,6
HaroldoLima9,Rconstantino,6
anaaluap74,MPF_PGR,6
FalaCachoeira,jairbolsonaro,6
X0NGUINHAS,ajraba,6
elitebrazuca,alexandre,6
Luciano03031974,STF_oficial,6
X0NGUINHAS,peuseapoint,6
SidneiC64051918,republica_ctba,6
SandraRicciar14,danielPMERJ,6
jjosejr,BrazilFight,6
lange_ferreira,STF_oficial,6
Hamilto34540109,blogdojefferson,6
casagrande17700,gilmarmendes,6
SandroFierce,jairbolsonaro,6
shirleypppaulin,STF_oficial,6
Pryettovysky,taoquei1,6
gcesar48,OsmarTerra,6
Subversivosocia,guimaraes13PT,6
DellMiranda3,STF_oficial,6
grolimacrvg,alexandre,6
PabloHe27848339,gilmarmendes,6
JaneteALacerda,taoquei1,6
drw_spo,profpaulamarisa,6
HasegawaEster,JoseMedeirosMT,6
marlene_preuss,alexandre,6
dudubentes12,SenadoFederal,6
chafurdius,LRobertoBarroso,6
xandevolp,MarleneFFL,6
raquelf83878815,policiafederal,6
lottiheitor,LRobertoBarroso,6
Ligialealcabral,LRobertoBarroso,6
RoboNina,blogdojefferson,6
AnaTerezaDFOli1,allantercalivre,6
TerezaFelipeGo,LRobertoBarroso,6
RudimarCouto,STF_oficial,6
SandraRicciar14,Clauwild1,6
vcgba,LRobertoBarroso,6
gersondatati,fontes_salvador,6
RianPires6,ToninhoDoZap2,6
Rodrigo43607099,_SaraWinter,6
Rodrigo43607099,filipebarrost,6
MariaSo92340189,FlavioBolsonaro,6
rosahst,LRobertoBarroso,6
Rodrigo43607099,blogdojefferson,6
cassio_ife,ToninhoDoZap2,6
sampaio_augusta,_SaraWinter,6
BlancoCyn,jorgeofco,6
PTNunca_Mais,Jouberth19,6
raquelf83878815,MPF_PGR,6
VotorioA,AbrahamWeint,6
Eduardo87358054,STF_oficial,6
rovanlavigne,MPF_PGR,6
LSirot,JovemPanNews,6
Romelia_corret,danielPMERJ,6
RIntegrarh,STF_oficial,6
robsondcarneiro,STF_oficial,6
SoniaJoventino,danielPMERJ,6
brasililha,STF_oficial,6
PitzerAle,AbrahamWeint,6
xandevolp,xfischer,6
Adriana92259061,STF_oficial,6
edsonbahiag4,MPF_PGR,6
Pedriell,STF_oficial,6
CariocadoPorto,SenadoFederal,6
edu_castanha,_SaraWinter,6
Martins_Pastor,alexandre,6
AiDani_,policiafederal,6
MariaSo92340189,viniciussexto,6
luckyllucy,LorenzonItalo,6
marciapira,SenadoFederal,6
FerrazClaudione,bernardopkuster,6
sampaio_augusta,PastorMalafaia,6
smbecerra,jairbolsonaro,6
tatigoldmacher,STF_oficial,6
KarlaCMTeles1,LRobertoBarroso,6
VirleyBuba,CarlaZambelli38,6
BolsoringaBra,kimpaim,6
JessicaMBCM,STF_oficial,6
JonassPiress,STF_oficial,6
santana_tallita,Rconstantino,6
GomesValdiceia,alexandre,6
joellda,STF_oficial,6
Rosineiasqs,spinellirio,6
Rosineiasqs,leandroruschel,6
AndrCor17347402,STF_oficial,6
JaqueSantosRio,danielPMERJ,6
DeniseSantanaO1,alexandre,6
SidneiBolsonaro,alexandre,6
caractersticado,blogdojefferson,6
caractersticado,CNNBrasil,6
NildaPatriota2,NildaPatriota,6
DoloresMendes3,Biakicis,6
AntnioC34683748,marcelot_aguiar,6
silvete11645052,tercalivre,6
MariaSo92340189,AleGZahra38,6
MariaSo92340189,JanainaDoBrasil,6
c1_oliveira,STF_oficial,6
MariaSo92340189,IzabelleFores,6
Hamilto34540109,danielPMERJ,6
Djan00392004,LRobertoBarroso,6
Guerreira_NiL,Marido_Zaira,6
d1969meriti,STF_oficial,6
MarciaB16982788,alexandre,6
CombatenteSerra,CarlaZambelli38,6
katybalalves,CmdoCMS,6
nicolauvet10,SenadoFederal,6
KallPaula,republica_ctba,6
gcesar48,CNNBrasil,6
SEABRABOLSONARO,gilmarmendes,6
Adpettin,davialcolumbre,6
alexand86881091,OtoniDepFederal,6
Gedeon2244,STF_oficial,6
euMesmobebe,STF_oficial,6
tadeuramos38,AraciPatriota,6
SandraRicciar14,Jouberth19,6
apartidariobr,STF_oficial,6
RobocopPistola,STF_oficial,6
crisbrainiac,gilmarmendes,6
DrJoseLeite1,roxmo,6
JuniorBarccelos,SenadoFederal,6
AnaTerezaDFOli1,OtoniDepFederal,6
INTERSOM,ClaudiaCores1,6
handellan,jairbolsonaro,6
Irlandaemel,randolfeap,6
ferrabra,oswaldojor,6
Rodrigo43607099,LiloVLOG,6
RaphaellaNovaes,TSEjusbr,6
Wagner21040521,SenadoFederal,6
fernandorochabh,STF_oficial,6
dansamdo,LRobertoBarroso,6
edson_carneiro,AbrahamWeint,6
mourareginaldo,mourareginaldo,6
Adriano_F_Alves,STF_oficial,6
RaphaellaNovaes,TVJustica,6
ngsampa,STF_oficial,6
1971_,BolsonaroSP,6
blemos8,davialcolumbre,6
PauloRibeiroSo8,STF_oficial,6
OliveiraPeter,IzalciLucas,6
CristianoProex,STF_oficial,6
arrudas_orlusa,gizelle_prado,6
FerdiSaddi,SenadoFederal,6
Michell74299405,STF_oficial,6
jan211081,STF_oficial,6
Dani97913914,jairbolsonaro,6
pedrocapipoca13,jairbolsonaro,6
Weyllj,oswaldojor,6
AlexSan40551356,STF_oficial,6
ReevesPatriota,taoquei1,6
Giantomaselli,AbrahamWeint,6
KallPaula,LRobertoBarroso,6
edson_carneiro,danielPMERJ,6
edson_carneiro,alesilva_38,6
patrcia_pp87,RenovaMidia,6
ForaDoria1,cirogomes,6
CLAUDIOJARDIMD1,jjsouzas,6
Neves173,LRobertoBarroso,6
WinderWalgner,SenadoFederal,6
edson_carneiro,LulaOficial,6
DallaBele,CarlaZambelli38,6
SenseiTRF,jdoriajr,6
simonert,simonert,6
jucarasilveira1,lenacardoso50,6
bruna_ailton,LRobertoBarroso,6
ferrabra,blogdojefferson,6
mmmarianos,YouTube,6
andreaxaviersa1,STF_oficial,6
LuckyBraziliano,STF_oficial,6
Andersonnaweb,STF_oficial,6
SManipulado,Miguel97957342,6
LucineaCastro,SimoneTebetms,6
SandraRicciar14,leobolsoneas,6
ADVPATRICIO,ConJur_Oficial,6
nadiatosatti,Valdecirdelecl1,6
MarciaRDFonseca,STF_oficial,6
DaLeiliani,ArthurWeint,6
ngelomarchioll1,YouTube,6
PatriotaOpress1,RodrigoMaia,6
PatriotaOpress1,davialcolumbre,6
prsgs,majorolimpio,6
josa_c_m,gilmarmendes,6
rafaelmelo007g1,LRobertoBarroso,6
SandraRicciar14,saritacoelho,6
edson_carneiro,allantercalivre,6
SandraRicciar14,JanainaDoBrasil,6
AntonioBalthaz1,jorgeofco,6
AntonioBalthaz1,SenadoFederal,6
PQD_FAA1996,_Paty_38,6
PQD_FAA1996,WellingtonOmur1,6
AdmilsonAlvesd5,STF_oficial,6
eldapianista,STF_oficial,6
juliatuitaa,DitaduraDoSTF,6
juliatuitaa,BotSentinel,6
BrasilRose1,xfischer,6
katybalalves,rosedbarros,6
brom_elisa,visaomacro,6
MartaScramin,policiafederal,6
lilian_lucchin,STF_oficial,6
PssaroVermelho3,adabadabael,6
verna_regina,xfischer,6
RobsonG2c,khr_sts,6
Marcusa60433153,BinhaRio2019,6
Rodrigo43607099,FlavioBolsonaro,6
EDSONTOQUE,MichelleBelo7,6
edson_carneiro,AlanLopesRio,6
Dk2Carlos,AbrahamWeint,6
DeLidomar,STF_oficial,6
VTezolim,STF_oficial,6
Renato64105239,jairbolsonaro,6
marcovalqueire,alexandre,6
GadoRob2,gilmarmendes,6
GadoRob2,_Leitadas_Loen,6
isaacvieiras,taoquei1,6
isaacvieiras,Jouberth19,6
joseeriberto16,STF_oficial,6
JosianaZs,LRobertoBarroso,6
luizcorredorca1,blogdojefferson,6
AdeildesMetzker,fec5588fm,6
Jbosco46920470,TSEjusbr,6
Jarbas2Junior,AbrahamWeint,6
MarcusC96652174,alexandre,6
moraesde4,SenadoFederal,6
edu_aoki,Rconstantino,6
VichNair,SenadoFederal,6
VichNair,camaradeputados,6
TIAGOINFRIT,PastorMalafaia,6
CarlosG82785363,revistaoeste,6
LarapiosNao,Gisaieira,6
LuizFloresxp,STF_oficial,6
xaconha,STF_oficial,6
aleandro_neves,revistaoeste,6
OdnaldaW,OdnaldaW,6
Arturlins8,taoquei1,6
JooLuizRamosNe1,oswaldojor,6
BERNARDOVERDAO,JornalDaCidadeO,6
Eduardo_Fanezi,DefesaGovBr,6
DrJoseLeite1,oswaldojor,6
RonaldoCArruda,alexandre,6
PadraoAlexandre,STF_oficial,6
Arthurhenriq,oswaldojor,6
MAC_Bolsominion,gilmarmendes,6
DanielReysVdd,patriaamada_jjr,6
ngelomarchioll1,filgmartin,6
SouzCleb,STF_oficial,6
Andrea79725589,STF_oficial,6
nantes_fabio,CNNBrasil,6
FATIMAA80856038,tarcisiogdf,6
SoniaRamosDeOl3,Sheilaprangel,6
deborahtelles,Alexandre,6
WtacchiBh,JornalDaCidadeO,6
edson_carneiro,MarceloFreixo,6
BastosJusmari,camaradeputados,6
EMofatto,policiafederal,6
GadoRob2,flaviogordon,6
josa_c_m,STF_oficial,6
SilvaEdvalter,STF_oficial,6
Elcy48639336,STF_oficial,6
eliana_avellar,STF_oficial,6
Juliermesoares,STF_oficial,6
RNagahata,STF_oficial,6
Ledajoao,STF_oficial,6
cury_sandra,STF_oficial,6
ClairMarioG,STF_oficial,6
OtavioFdM,STF_oficial,6
SibeleGuimarae2,STF_oficial,6
AraujoBond,STF_oficial,6
jaquesmartins11,STF_oficial,6
AndreCruz023,gilmarmendes,6
luizalb81725374,STF_oficial,6
Valter_em_JP,LRobertoBarroso,6
Valter_em_JP,jairbolsonaro,6
AnaSilviaBotti1,Rconstantino,6
dias_elisabete,STF_oficial,6
ElizangelaHalf1,Jambock67,6
Ren93744158,STF_oficial,6
MarceloMMor,TSEjusbr,6
Weyllj,marcelloneves72,6
Jpm19M,JornalDaCidadeO,6
Rosemar08251370,STF_oficial,6
gigipatriota2,SenadoFederal,6
sbano_ro,GloboNews,6
AnaElisaLemos1,STF_oficial,6
Jbosco46920470,SenadoFederal,6
Dani97913914,bernardopkuster,6
sampaio_augusta,ToninhoDoZap2,6
cassia_sueli,STF_oficial,6
marcelohilari14,TVJustica,6
sordi_telma,jairbolsonaro,6
LucianaIsis2207,CarlaZambelli38,6
g_garc2,STF_oficial,6
giganteasia,alexandre,6
giganteasia,LRobertoBarroso,6
AbraaoConstant,SenadoFederal,6
bomfim_alexis,SenadoFederal,6
Smvendramini,revistaoeste,6
tvendramelxp,TVJustica,6
AnaMariaMariaAM,LRobertoBarroso,6
RONERIASOUZA,AlanLopesRio,6
Hilma68946015,xfischer,6
sergiomalagas,TSEjusbr,6
RBrussier,STF_oficial,6
frankwilliancs,jairbolsonaro,6
PeroniDorothy,blogdojefferson,6
AllanCunta,revistaoeste,6
PegoRomario,gleisi,6
CristPolit,PauloMMMEDEIROS,6
pattyrom_2007,revistaoeste,6
Bessinha13H,revistaoeste,6
katybalalves,oswaldojor,6
edson_carneiro,JornalDaCidadeO,6
MarcoRo34141284,STF_oficial,6
FilosofoPessoa,salimmattarBR,6
AydeeMarchesin,LRobertoBarroso,6
ninoagf_2013,TSEjusbr,6
reserva_luis,STF_oficial,6
ninoagf_2013,kimpaim,6
ArieleneF,STF_oficial,6
Janaudis,revistaoeste,6
fmaier50,folha,6
Osvald1980,gilmarmendes,6
29Mattos,JoOrsine,6
HMF43580145,DonaReginaa,6
HMF43580145,IlonaSzaboC,6
HMF43580145,AmendoncaMJSP,6
HMF43580145,AdvocaciaGeral,6
edson_carneiro,AdrillesRJorge,6
FATIMAA80856038,OtoniDepFederal,6
FreitasGai,IzabelleFores,6
npequeno1,STF_oficial,6
BrunoAzevedoRo,STF_oficial,6
AndresLucasSer1,STF_oficial,6
LarissaRondon,gilmarmendes,6
Infernando1970,STF_oficial,6
AndrBri36338551,STF_oficial,6
ArianeSalles4,revistaoeste,6
isabelbittenco9,SenadorKajuru,6
gracinhafreita,thiagosfelix,6
SandraRicciar14,gazeta_brasil,6
SandraRicciar14,RenovaMidia,6
29Mattos,davialcolumbre,6
Ro_maf,gazeta_brasil,6
JosiBolsonaro,taoquei1,6
WAPires_,STF_oficial,6
Rexsauro4,jairbolsonaro,6
marcelo_csi,DefesaGovBr,6
Jorgepi50320651,gilmarmendes,6
Ricardo96117355,gilmarmendes,6
j_amaro,JanainaDoBrasil,6
S_Odnalro,revistaoeste,6
BerroCoronel,govbr,6
msvboas,monicabergamo,6
EllenValle,danielPMERJ,6
FV_Reis,ptbrasil,6
criseliza2009,revistaoeste,6
FranciscoPaler,STF_oficial,6
rcsjinfo,danielPMERJ,6
carolinamirre,policiafederal,6
valeriabrum33,revistaoeste,6
MariaSo92340189,fec5588fm,6
SilasBreder,revistaoeste,6
lacbr21,MarcosQuezado1,6
MorettiTf,policiafederal,6
AgneloBorghi,SenadoFederal,6
PatrciaVanessa5,LRobertoBarroso,6
Irlandaemel,o_antagonista,6
gmqs2002,BrazilFight,6
eudesreino,STF_oficial,6
alicia_alicea,STF_oficial,6
LuciSampaio4,taoquei1,6
juniorwgnan,mitags,6
xandevolp,SimoneHorst6,6
xandevolp,xicograziano,6
OTEMRAS,taoquei1,6
xandevolp,TucainaDoBrasil,6
italojptorres,leticiafleal,6
Valquele,carlosjordy,6
LumaMRBraz,ElenNas72799775,6
LumaMRBraz,JaqueSantosRio,6
LumaMRBraz,nilzacossta,6
ofez22,danielPMERJ,6
ElianaB70791395,profpaulamarisa,6
Lenak57125128,blogdojefferson,6
MariaRo04475653,jairbolsonaro,6
Antonio38745818,taoquei1,6
nacip_raydan,Biakicis,6
jeanmendeseng,jairbolsonaro,6
xandevolp,fec5588fm,6
GersonC69667021,jairbolsonaro,6
jahesincero,JaspionOpressor,6
ecampos62,profpaulamarisa,6
EduardoTreesp,minsaude,6
m_m_flores,CarlosBolsonaro,6
SandraRicciar14,AlessandroLoio2,6
FilosofoPessoa,emergrigollette,6
Patrici10058843,jairbolsonaro,6
EduardoVelardez,allanldsantos,6
emeeme20688284,jairbolsonaro,6
Byn56134261,STF_oficial,6
msvboas,revistaoeste,6
mello65440,ie_luciana,6
mello65440,THS_Cafe,6
olgacavalcantes,revistaoeste,6
Vasquesdoms,GloboNews,6
fabijmello,fabijmello,6
Marilis24887217,LRobertoBarroso,6
mello65440,DirSegueDir,6
mello65440,Josh_aha,6
tia_iaia_sil,jairbolsonaro,6
mello65440,NiltonGzCardoso,6
claudiasilvei01,flaviogordon,6
RicardoGiovane5,Rconstantino,6
marcoau39405306,LRobertoBarroso,6
arielnobrecoach,LRobertoBarroso,6
PeroniDorothy,LRobertoBarroso,6
MarquardtPaulo,PauloMartins10,6
Janaudis,BolsonaroSP,6
IlanGoldstein1,LRobertoBarroso,6
jcoreixas,mitags,6
radelgado62,crisbrasilreal,6
Jacksontoledo6,alvarodias_,6
afsaraujo,LRobertoBarroso,6
ausricardoegui,crisbrasilreal,6
SandraC88837012,Ives__gandra,6
Lola1712454550,JornalDaCidadeO,6
ecampos62,Rconstantino,6
marcelo_csi,senadorhumberto,6
thiago_margoni,STF_oficial,6
rvilella,YouTube,6
Valquele,LuizCamargoVlog,6
arrudas_orlusa,conexaopolitica,6
BorcathFernando,paulomathias,6
Irma47627284,BrazilFight,6
jeanmendeseng,JornalDaCidadeO,6
Eloiza41047916,JornalDaCidadeO,6
Fjrlima,STF_oficial,6
ArmosTatiana,gilmarmendes,6
AnaBeat34202412,RafaelFontana,6
AnaBeat34202412,JornalDaCidadeO,6
JosOrlandi,YouTube,6
AnaBeat34202412,RenovaMidia,6
fabiololli986,exercitooficial,6
marioajull,valoreconomico,6
Hilma68946015,MarleneFFL,6
heliocbortolon,allanldsantos,6
paesgobol,LRobertoBarroso,6
sredondo04,JovemPanNews,6
MarcosOMotta,STF_oficial,6
JosSouz59501620,STF_oficial,6
Gilbert81986037,STF_oficial,6
Thais47214213,revistaoeste,6
ausricardoegui,gazeta_brasil,6
PROFESSORRAIZ,AroldeOliveira,6
Abrao49418044,LRobertoBarroso,6
MariaSo92340189,xicograziano,6
jacliffjarbas,STF_oficial,6
TioHeavyMetal,STF_oficial,6
FariasBandeira,STF_oficial,6
ElianeF56160891,revistaoeste,6
terp_t,exercitooficial,6
williancastell9,STF_oficial,6
eleitorsouza,marmilbr,6
eleitorsouza,fab_oficial,6
